taxon_name,original_text,text,00_XX_a,00_XX_f,01_plant_growth_substrate_a,01_plant_growth_substrate_f,02_commonness_a,02_commonness_f,03_habitat_moisture_a,03_habitat_moisture_f,04_habitat_topographic_a,04_habitat_topographic_f,05_habitat_a,05_habitat_f,06_soil_colour_a,06_soil_colour_f,07_substrate_a,07_substrate_f,08_soil_a,08_soil_f,09_soil_moisture_a,09_soil_moisture_f
Acacia burrowii,"Distribution and occurrence: from the Cobar-Nyngan area north to Yetman (including the Pilliga Scrub), and into southeastern Qld. Grows in eucalypt forest, woodland, mallee and scrub, often on rocky ridges or stony hillsides.NSW subdivisions: NWS, NWP Other Australian states: Qld Named after Robert John Gordon Burrow (1877-1957) who was a senior officer with the Forestry Commission of NSW.", from the cobarnyngan area north to yetman including the pilliga scrub and into southeastern qld grows in eucalyptforest woodland mallee and scrub often on rocky ridges or stony hillsides  ,,,,,,,,,hills ridges,hills hillsides ridges,forest_eucalyptus mallee scrubland woodland,eucalyptforest mallee scrub woodland,,,,,soil_rocky stony,rocky stony,,
Acacia buxifolia,"Distribution and occurrence: widespread but especially common on the Slopes. Grows in dry sclerophyll forest, woodland and heath, often on rocky outcrops.NSW subdivisions: ?CC, NT, CT, ST, NWS, CWS, SWS, NWP Other Australian states: Qld Vic. Closely related to Acacia lunata and A. leucolobia with all 3 species appearing to come together in the Blue Mtns where it is often difficult to tell them apart. A. neglecta which was based, in part, on Blue Mtns specimens may represent intermediate forms. In general, subsp. buxifolia (excluding Blue Mtns populations) is generally distinguished from A. leucoloba by its narrower, more elongate, acute to subacute phyllodes which have a ± straight upper margin and non-pruinose branchlets and racemes. The A. buxfolia complex requires further investigation, especially in the Capertee-Blackheath area and upper Hunter Valley.", widespread but especially common on the slopes grows in drysclerophyllforest woodland and heath often on rocky outcrops  ,,,,,common widespread,common widespread,dry,drys,rocky_outcrop slopes,outcrops slopes,forest_dry_sclerophyll heath woodland,drysclerophyllforest heath woodland,,,,,soil_rocky,rocky,,
Acacia buxifolia subsp. buxifolia,"Distribution and occurrence: Widespread; with a dubious record from Silverdale (CC).NSW subdivisions: ?CC, NT, CT, ST, NWS, CWS, SWS, NWP Other Australian states: Qld Vic.", widespread with a dubious record from silverdale cc  ,,,,,widespread,widespread,,,,,,,,,,,,,,
Acacia buxifolia subsp. pubiflora,"Distribution and occurrence: Chiefly in the Emmaville district.NSW subdivisions: NT, NWS Other Australian states: Qld", chiefly in the emmaville district  ,,,,,,,,,,,,,,,,,,,,
Acacia bynoeana,"Distribution and occurrence: mainly south of Dora Creek-Morisset area to Berrima and the Illawarra region, west to the Blue Mtns, also recorded from near Kurri Kurri in the Hunter Valley and from Morton National Park; uncommon. Grows mainly in heath and dry sclerophyll forest, in sandy soils.NSW subdivisions: NC, CC, SC, CT, STThreatened species: NSW BCA: Endangered; Commonwealth EPBC: Vulnerable This species is considered data-deficient by  Saving our Species  (SoS, DPIE) which means a conservation project cannot be developed for it. Visit their website and contact SoS if you have additional information.Named after Benjamin Bynoe (1803?-1865), a Royal Navy surgeon who collected the type specimen during the voyage of the Beagle.", mainly south of dora creekmorisset area to berrima and the illawarra region west to the blue mtns also recorded from near kurri kurri in the hunter valley and from morton national park uncommon grows mainly in heath and drysclerophyllforest in sandy soils  ,,,,,uncommon,uncommon,dry,drys,valley,valley,forest_dry_sclerophyll heath,drysclerophyllforest heath,,,,,sand,sandy,,
Acacia caesiella,"Distribution and occurrence: chiefly on the Slopes, from Burrenjuck in the south and east to Mt Coricudgy and west to Baradine district. Grows in dry sclerophyll forest and woodland, often on rocky sites.NSW subdivisions: ?NT, CT, NWS, CWS, SWS The name is derived from 'caesiellus' meaning somewhat blue-grey, which refers to the glaucous nature of Acacia caesiella. A possible variant of A. caesiella and/or intermediates with A. barringtonensis occur in Gibraltar Range (NT).", chiefly on the slopes from burrenjuck in the south and east to mt coricudgy and west to baradine district grows in drysclerophyllforest and woodland often on rockysites  ,,,,,,,dry,drys,rocky slopes,rockysites slopes,forest_dry_sclerophyll woodland,drysclerophyllforest woodland,,,,,soil_rocky,rockysites rockys,,
Acacia calamifolia,"Distribution and occurrence: chiefly from Nymagee to Griffith, most common in SWP, also reported from the Broken Hill district (NFWP). Grows in sclerophyll woodland and forest (with eucalypts and Callitris), also grassland and shrublands, in skeletal sandy soils on hills and in red sandy loam soils on plains, also in mallee in sandy soils.NSW subdivisions: NWS, CWS, SWP, NFWP Other Australian states: *Qld S.A. Similar to Acacia subulata which does not have hooked phyllode apices and the flower heads are a paler colour; the legumes are also different. The name refers to the reed like appearance of the phyllodes.", chiefly from nymagee to griffith most common in swp also reported from the broken hill district nfwp grows in sclerophyll woodland and forest with eucalypts and callitris also grassland and shrublands in skeletal sandy soils on hills and in redsandy loam soils on plainss also in mallee in sandy soils  ,,,,,common,common,,,hills plains,hill plainss,grassland mallee plains shrubland forest sclerophyll woodland,grassland mallee plains shrublands forest sclerophyll woodland,red,reds,,,loam sand skeletal,loam sandy skeletal,,
Acacia calcicola,"Distribution and occurrence: uncommon species in the extreme northwest of N.S.W. near Tibooburra. Grows in Mulga and Belah communities, mostly in calcareous soils or on ephemeral creek beds.NSW subdivisions: NFWP Other Australian states: Qld W.A. S.A. N.T. Related to Acacia coriacea which has longer phyllodes and to A. cana which has silvery young phyllodes. The name refers to the calcarious soils with which it is commonly associated.", uncommon species in the extreme northwest of nsw near tibooburra grows in mulga and belah communities mostly in calcareous soils or on ephemeral creek beds  ,,,,,uncommon,uncommon,,,,,streams woodland_acacia,creek mulga,,,calcareous,calcareous,,,,
Acacia cambagei,"Distribution and occurrence: from north of Broken Hill to Bourke district. Grows usually in mallee on plains, mostly in clay loam.NSW subdivisions: NWP, NFWP Other Australian states: Qld S.A. N.T. Related to the Queensland species Acacia georginae, but can be recognised in New South Wales by the thick bloom and the unpleasant odour (similar to that of boiled cabbage) emitted by the phyllodes, particularly during wet weather. The name honours Richard Hind Cambage (1859-1928) who collected extensively in New South Wales.", from north of broken hill to bourke district grows usually in mallee on plainss mostly in clay loam  ,,,,,,,,,hills plains,hill plainss,mallee plains,mallee plains,,,,,clay loam,clay loam,,
Acacia cana,"Distribution and occurrence: west of Enngonia and south to Wilandra Creek. Grows in woodland on gibber plains and in sandy soil.NSW subdivisions: SWP, NFWP Other Australian states: Qld Related to Acacia calcicola which has larger flower heads in short racemes and the young phyllodes are a silky golden-bronze. The name alludes to the hoary whitish-grey appearance of the plant.", west of enngonia and south to wilandra creek grows in woodland on gibber plainss and in sandy soil  ,,,,,,,,,plains,plainss,streams plains woodland,creek plains woodland,,,,,sand,sandy,,
Acacia cangaiensis,"Distribution and occurrence: from Gibraltar Ra. National Park to Nymboida National Park, including Cangai State Forest; rare. Usually grows in dry sclerophyll forest in skeletal soils on rocky slopes.NSW subdivisions: NC, NT Similar to Acacia schinoides which is a glabrous plant and differs in the details of the leaf glands. The name refers to the Cangai State Forest in the Clarence Valley of New South Wales where the species was first collected.", from gibraltar ra national park to nymboida national park including cangai state forest rare usually grows in drysclerophyllforest in skeletal soils on rockyslopes  ,,,,,rare,rare,dry,drys,slopes_rocky,rockyslopes,forest_dry_sclerophyll forest,drysclerophyllforest forest,,,,,soil_rocky skeletal,rockys skeletal,,
Acacia cardiophylla,"Distribution and occurrence: Gilgandra south and west to Wagga Wagga and Lake Cargelligo area. Naturalised on Central Coast and Southern Tablelands from garden escapes. Grows in eucalypt woodland and mallee communities, in level red sandy earths and shallow stony ridge soils.NSW subdivisions: *CC, *ST, CWS, SWS, SWP The name 'cardiophylla' refers to the heart shaped (= cordate) pinnules. A widely cultivated shrub with attractive foliage, adaptable to a variety of situations and soils. Acacia cardiophylla ‘Gold Lace’ is a prostrate cultivar (T. Tame, Acacias of Southeast Australia, 1992). A. cardiophylla has the capacity to become naturalised as the seed readily germinates in disturbed sites.", gilgandra south and west to wagga wagga and lake cargelligo area naturalised on central coast and southern tablelands from garden escapes grows in eucalyptwoodland and mallee communities in level redsandy earthss and shallow stony ridge soils  ,,,,,,,,,ridges plateaus,ridge tablelands,woodland_eucalypt urban mallee,eucalyptwoodland garden mallee,red,reds,,,earths stony,earthss stony,,
Acacia carneorum,"Distribution and occurrence: south from west of Tibooburra to Menindee area; rare. Grows in grassland and woodland, in red sandy soil.NSW subdivisions: NFWP, SFWP Other Australian states: S.A.Threatened species: NSW BCA: Vulnerable; Commonwealth EPBC: Vulnerable Published as Acacia carnei and occurs under that name in some literature. The name was corrected to A. carneorum since the epithet honours both geologist Joseph E. Carne (1855-1922) and his botanist son Walter M. Carne (1885-1952).", south from west of tibooburra to menindee area rare grows in grassland and woodland in redsandy soil  ,,,,,rare,rare,,,,,grassland woodland,grassland woodland,red,reds,,,,,,
Acacia caroleae,"Distribution and occurrence: chiefly north from Baradine-Narrabri area, common in Pilliga Scrub. Grows in woodland and heath in sandy soil, often along creeks.NSW subdivisions: NWS, CWS, NWP Other Australian states: Qld Named in honour of Carol Pedley, wife of botanist Les Pedley. Closely related to Acacia doratoxylon which usually, but not always, has broader (2-8 mm wide), more curved and brighter green phyllodes.", chiefly north from baradinenarrabri area common in pilliga scrub grows in woodland and heath in sandy soil often alongcreekss  ,,,,,common,common,,,streambanks,alongcreeks,streambanks heath scrubland woodland,alongcreekss heath scrub woodland,,,,,sand,sandy,,
Acacia centrinervia,"Distribution and occurrence: Rare, in N.S.W. recorded only from Parkes district.NSW subdivisions: CWS Other Australian states: Qld Probably represents an aberrant form of Acacia lineata.", rare in nsw recorded only from parkes district  ,,,,,rare,rare,,,,,,,,,,,,,,
Acacia chalkeri,Distribution and occurrence: confined to limestone near Wombeyan Caves. Grows in dry sclerophyll forest and woodland.NSW subdivisions: CT Named after Thomas Michael Chalker who was caretaker at Wombeyan Caves 1888-1925. Similar to Acacia amoena which generally has longer phyllodes and fewer flowers in the heads., confined to limestone near wombeyan caves grows in drysclerophyllforest and woodland  ,,,,,,,dry,drys,,,forest_dry_sclerophyll woodland,drysclerophyllforest woodland,,,limestone,limestone,,,,
Acacia cheelii,"Distribution and occurrence: chiefly north and west from the upper Hunter Valley (Murrurundi area), west to the Warrumbungle Mtns and Pilliga Scrub and north to Warialda and Torrington districts, also Glen Davis-Capertee area. Grows in dry sclerophyll forest and scrub on rocky ridges, often in sandy soils.NSW subdivisions: NT, CT, NWS, CWS, NWP Named in honour of Edwin Cheel (1871-1951), formerly of the National Herbarium of New South Wales, Sydney.", chiefly north and west from the upper hunter valley murrurundi area west to the warrumbungle mtns and pilliga scrub and north to warialda and torrington districts also glen daviscapertee area grows in drysclerophyllforest and scrub on rocky ridges often in sandy soils  ,,,,,,,dry,drys,ridges valley,ridges valley,forest_dry_sclerophyll scrubland,drysclerophyllforest scrub,,,,,soil_rocky sand,rocky sandy,,
