taxon_name,original_text,text,commonness_a,commonness_f,habitat_a,habitat_f,habitat_topographic_a,habitat_topographic_f,plant_growth_substrate_a,plant_growth_substrate_f,soil_a,soil_f,soil_moisture_a,soil_moisture_f,substrate_a,substrate_f
Hibbertia exutiacies,Occurring in woodlands of northern and western goldfields near Bacchus Marsh and scattered records in the northeast Whitfield Chiltern areas Usually in gravelly soils often with outcropping rock,Occurring in woodlands of northern and western goldfields near Bacchus Marsh and scattered records in the northeast Whitfield Chiltern areas Usually in gravelly soils often with outcropping rock,NA,NA,woodland,woodlands,NA,NA,NA,NA,gravelly,gravelly,NA,NA,NA,NA
Hibbertia fasciculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia fasciculata var. prostrata,A common species of sandy soils in heathland heathy woodland and mallee communities,A common species of sandy soils in heathland heathy woodland and mallee communities,NA,NA,heath mallee woodland,heathland mallee woodland,NA,NA,NA,NA,sand,sandy,NA,NA,NA,NA
Hibbertia hermanniifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia hermanniifolia subsp. recondita,In Victoria apparently confined to dry mountain slopes and rocky summits in the east eg near Dargo Mt Elizabeth Snowy River gorge Pine Mountain,In Victoria apparently confined to dry mountain slopes and rocky summits in the east eg near Dargo Mt Elizabeth Snowy River gorge Pine Mountain,NA,NA,NA,NA,slopes,slopes,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia hirticalyx,Restricted to Wilsons Promontory where locally common in wet areas in open forest,Restricted to Wilsons Promontory where locally common in wet areas in open forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia humifusa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia humifusa subsp. debilis,Recorded only from wet heathland in the Dergholm area,Recorded only from wet heathland in the Dergholm area,NA,NA,heath,heathland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia humifusa subsp. erigens,Apparently confined to the EuroaMansfield area rare occurring on shallow sandy loams in woodland,Apparently confined to the EuroaMansfield area rare occurring on shallow sandy loams in woodland,rare,rare,NA,NA,NA,NA,NA,NA,loam sand,loams sandy,NA,NA,NA,NA
Hibbertia humifusa subsp. humifusa,Confined to dryish woodlands of the northern Grampians Deep Lead near Stawell with a disjunct occurrence at Mt Ida near Heathcote,Confined to dryish woodlands of the northern Grampians Deep Lead near Stawell with a disjunct occurrence at Mt Ida near Heathcote,NA,NA,woodland,woodlands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia incana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia monogyna,In Victoria known only from the upper Genoa River near the border with New South Wales,In Victoria known only from the upper Genoa River near the border with New South Wales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia notabilis,Restricted to coastal ranges in the southeastern corner of Australia ie Howe Range in Victoria growing in open Eucalyptus sieberi and in Angophora forest,Restricted to coastal ranges in the southeastern corner of Australia ie Howe Range in Victoria growing in open Eucalyptus sieberi and in Angophora forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia obtusifolia,Tas extinct Common on shallow often gravelly soils in drier often elevated forest and woodlands chiefly in the east but with western outliers in the southern Grampians and Bendigo Whipstick areas,Tas extinct Common on shallow often gravelly soils in drier often elevated forest and woodlands chiefly in the east but with western outliers in the southern Grampians and Bendigo Whipstick areas,NA,NA,forest woodland,forest woodlands,NA,NA,NA,NA,gravelly,gravelly,NA,NA,NA,NA
Hibbertia pallidiflora,Occurs in coastal heath and mallee vegetation in southwestern Victoria,Occurs in coastal heath and mallee vegetation in southwestern Victoria,NA,NA,heath mallee,heath mallee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia porcata,Known in Victoria from a single record near Christmas Hills north east of Melbourne in dry sclerophyll forest,Known in Victoria from a single record near Christmas Hills north east of Melbourne in drysclerophyll forest,NA,NA,forest_dry_sclerophyll dry_sclerophyll,drysclerophyll drysclerophyll,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia procumbens,Occurring mainly in open sandy areas near the coast usually in association with heathland less commonly in forested areas Plants from the Otways tend to have larger flowers than other populations and are mostly if not always 3carpellate,Occurring mainly in open sandy areas near the coast usually in association with heathland less commonly in forested areas Plants from the Otways tend to have larger flowers than other populations and are mostly if not always 3carpellate,NA,NA,heath,heathland,NA,NA,NA,NA,sand,sandy,NA,NA,NA,NA
Hibbertia riparia,�The most widespread member of the genus in Victoria occurring in a diverse range of habitats eg heathland woodland openforest mallee scrubs etc,�The most widespread member of the genus in Victoria occurring in a diverse range of habitats eg heathland woodland openforest malleescrubs etc,NA,NA,shrubland_mallee forest_open heath mallee widespread woodland,malleescrubs openforest heathland mallees widespread woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia rufa,In Victoria localized near Genoa in the far east where mainly occurring on swamp margins and in wet heathy vegetation,In Victoria localized near Genoa in the far east where mainly occurring on swamp margins and in wet heathy vegetation,NA,NA,swamp,swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia samaria,Occurs in dry sclerophyll forest with sparsely grassy understory on rocky soils at Mt Samaria and along tributaries of the Macalister River,Occurs in drysclerophyll forest with sparsely grassy understory on rockysoils at Mt Samaria and along tributaries of the Macalister River,NA,NA,forest_dry_sclerophyll dry_sclerophyll forest,drysclerophyll drysclerophyll forest,NA,NA,NA,NA,rocky,rockysoils,NA,NA,NA,NA
Hibbertia sericea,Mostly occurs in coastal or nearcoastal areas but also with inland occurrences in the northwest on sandy soils and the Grampians,Mostly occurs in coastal or nearcoastal areas but also with inland occurrences in the northwest on sandy soils and the Grampians,NA,NA,NA,NA,NA,NA,NA,NA,sand,sandy,NA,NA,NA,NA
Hibbertia sessiliflora,Occurring in seasonally wet heathland and heathy woodland in the EdenhopeDartmoor area to the South Australian border,Occurring in seasonally wet heathland and heathy woodland in the EdenhopeDartmoor area to the South Australian border,NA,NA,heath woodland,heathland woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia setifera,Uncommon in Victoria apparently restricted to the mallee,Uncommon in Victoria apparently restricted to the mallee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia spathulata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia spathulata subsp. spathulata,Rare occurring in dry forest or woodland on shallow stony soils in the catchment of the Snowy River between Suggan Buggan and Gelantipy,Rare occurring in dry forest or woodland on shallow stony soils in the catchment of the Snowy River between Suggan Buggan and Gelantipy,NA,NA,forest woodland,forest woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia strigosa,Occurs in open woodland usually on sandy soils on the northern slopes of the Great Dividing Range ie Pine Mountain Tallangatta Chiltern Beechworth King Valley Mount Samaria,Occurs in open woodland usually on sandy soils on the northern slopes of the Great Dividing Range ie Pine Mountain Tallangatta Chiltern Beechworth King Valley Mount Samaria,NA,NA,woodland,woodland,slopes,slopes,NA,NA,sand,sandy,NA,NA,NA,NA
Hibbertia torulosa,Apparently endemic in Victoria Known only from the type collection from moist heathland near Bemm River township,Apparently endemic in Victoria Known only from the type collection from moist heathland near Bemm River township,NA,NA,heath,heathland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hibbertia truncata,Grows in limestone and coastal heath near Peterbrough and Port Campbell in the south west of Victoria where it is often locally common,Grows in limestone and coastal heath near Peterbrough and Port Campbell in the south west of Victoria where it is often locally common,NA,NA,heath,heath,NA,NA,NA,NA,NA,NA,NA,NA,calcareous,limestone
Hibbertia virgata,Widespread on sandy soils in heathland and heathy woodland common in mallee,Widespread on sandy soils in heathland and heathy woodland common in mallee,NA,NA,heath woodland,heathland woodland,NA,NA,NA,NA,sand,sandy,NA,NA,NA,NA
Hibiscus brachysiphonius,Very rare in Victoria apparently confined to cracking grey clay soils on the Murray River floodplain in the far northwest near Red Cliffs,Very rare in Victoria apparently confined to cracking grey clay soils on the Murray River floodplain in the far northwest near Red Cliffs,rare,rare,floodplain,floodplain,NA,NA,NA,NA,clay,clay,NA,NA,NA,NA
Hibiscus krichauffianus,In Victoria known from a single record in the northwest corner of the State,In Victoria known from a single record in the northwest corner of the State,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hibiscus tridactylites,Also WA natualised SA naturalised Qld native and naturalised NSW native and naturalised ACT sparingly established Occurs in agricultural and other disturbed areas in grassland and open woodland in the north and northwest of the state with an isolated occurrence near Bacchus Marsh in the south,Also WA natualised SA naturalised Qld native and naturalised NSW native and naturalised ACT sparingly established Occurs in agricultural and other disturbed areas in grassland and open woodland in the north and northwest of the state with an isolated occurrence near Bacchus Marsh in the south,NA,NA,grassland woodland,grassland woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hierochloe rariflora,Locally common in drier lowland and foothill forests from about Ensay eastwards particularly on coarse granitic soils Generally south of the Dividing Range but with an outlier near the Murray Indi River near Corryong,Locally common in drier lowland and foothill forests from about Ensay eastwards particularly on coarse granitic soils Generally south of the Dividing Range but with an outlier near the Murray Indi River near Corryong,NA,NA,forest,forests,NA,NA,NA,NA,NA,NA,NA,NA,granite,granitic
Hierochloe redolens,Occurs in wet subalpine to alpine grasslands and Sphagnum mossbeds throughout the Victorian alps with disjunct occurrences on the Major Mitchell Plateau in the Grampians and along the upper Delegate River near Bendoc in the far east,Occurs in wet subalpine to alpinegrasslands and Sphagnum mossbeds throughout the Victorian alps with disjunct occurrences on the Major Mitchell Plateau in the Grampians and along the upper Delegate River near Bendoc in the far east,NA,NA,grasslands_alpine alpine subalpine,alpinegrasslands alps subalpine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hierochloe submutica,Rare confined to a few boggy sites in the higher alps eg Bogong High Plains Mt Feathertop and the Cobberas,Rare confined to a few boggy sites in the higher alps eg Bogong High Plains Mt Feathertop and the Cobberas,NA,NA,alpine,alps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hirschfeldia incana,Also naturalised Native to Mediterranean region A noxious weed in parts of South Australia but principally a weed of roadsides and fencelines,Also naturalised Native to Mediterranean region A noxious weed in parts of South Australia but principally a weed of roadsidess and fencelines,NA,NA,roadside,roadsidess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Histiopteris incisa,All States except New Zealand southern Africa South America West Indies Common in Victoria mostly in forested gullies and occasionally swamps readily colonizing forest track margins and ground disturbed by fallen trees etc,All States except New Zealand southern Africa South America West Indies Common in Victoria mostly in forested gullies and occasionally swamps readily colonizing forest track margins and ground disturbed by fallen trees etc,NA,NA,forest swamp,forest swamps swamps,gullies,gullies,NA,NA,NA,NA,NA,NA,NA,NA
Hoheria populnea,Native to the North Island of New Zealand where it grows in coastal and lowland forest Occasionally grown as an ornamental apparently escaping cultivation into a nearby Eucalyptus regnans forest remnant near Monbulk east of Melbourne,Native to the North Island of New Zealand where it grows in coastal and lowland forest Occasionally grown as an ornamental apparently escaping cultivation into a nearby Eucalyptus regnans forest remnant near Monbulk east of Melbourne,NA,NA,forest,forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Holcus annuus,The number of recent collections of this grass suggests that its range is increasing particularly through the drier Midlands eg Creswick area where it has become a major weed of grassseed crops,The number of recent collections of this grass suggests that its range is increasing particularly through the drier Midlands eg Creswick area where it has become a major weed of grassseed crops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Holcus lanatus,Naturalized in all States except Indigenous in northwestern Africa Europe and temperate Asia but widely naturalised in other temperate zones eg the Americas southern Africa New Zealand A common weed of wasteland roadsides and wetter pasture throughout most of the State but not in the far northwest Occasionally invading native plant communities following disturbance,Naturalized in all States except Indigenous in northwestern Africa Europe and temperate Asia but widely naturalised in other temperate zones eg the Americas southern Africa New Zealand A common weed of wasteland roadsidess and wetter pasture throughout most of the State but not in the far northwest Occasionally invading native plant communities following disturbance,NA,NA,pasture roadside,pasture roadsidess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Holcus mollis,Also naturalised in  North America New Zealand Native to Europe Known from a few old records in the far southwest Leongatha and Moe areas 1905 1921 1965 respectively and from ski runs at Falls Ck 2015 It is know as a serious weed elsehwere particularly in sandy soils readily propagating from fragments of the strong rhizomes left in the ground eg after cultivation,Also naturalised in  North America New Zealand Native to Europe Known from a few old records in the far southwest Leongatha and Moe areas 1905 1921 1965 respectively and from ski runs at Falls Ck 2015 It is know as a serious weed elsehwere particularly in sandy soils readily propagating from fragments of the strong rhizomes left in the ground eg after cultivation,NA,NA,NA,NA,NA,NA,NA,NA,sand,sandy,NA,NA,NA,NA
