Species,Susceptibility Rating,suggested_name,accepted_name,family,taxon_distribution,Species,In,In cultivation,By experiment,
Sphenotoma squarrosa,susceptible_but_degree_unknown highly_susceptible,Sphenotoma squarrosa,Sphenotoma squarrosa,Ericaceae,WA,Grevillea scabrida,,,,LS41
Adenanthos ellipticus V,susceptible_but_degree_unknown highly_susceptible,Adenanthos ellipticus,Adenanthos ellipticus,Proteaceae,WA,Grevillea scapigera E,,,,LS41
Adenanthos oreophilus,susceptible_but_degree_unknown highly_susceptible,Adenanthos oreophilus,Adenanthos oreophilus,Proteaceae,WA,Grevillea secunda,,,,LS41
Banksia laricina,susceptible_but_degree_unknown highly_susceptible,Banksia laricina,Banksia laricina,Proteaceae,WA,Grevillea spinosissima,,,,LS41
Dryandra anatona E,susceptible_but_degree_unknown highly_susceptible,Banksia anatona,Banksia anatona,Proteaceae,WA,Grevillea steiglitziana,25,,,S43
Dryandra serra,susceptible_but_degree_unknown highly_susceptible,Banksia serra,Banksia serra,Proteaceae,WA,Grevillea stenostachya,,,,LS41
Lambertia inermis s.l.,susceptible_but_degree_unknown highly_susceptible,Lambertia inermis,Lambertia inermis,Proteaceae,WA,Grevillea subtiliflora,,,,LS41
Petrophile diversifolia,susceptible_but_degree_unknown highly_susceptible,Petrophile diversifolia,Petrophile diversifolia,Proteaceae,WA,Grevillea synapheae,24,,,FR24
Xanthorrhoea australis,susceptible_but_degree_unknown highly_susceptible,Xanthorrhoea australis [alternative possible names: Xanthorrhoea glauca subsp. angustifolia (pro parte misapplied)],Xanthorrhoea australis,Xanthorrhoeaceae,"SA, NSW, Vic, Tas",Grevillea tenuiloba,,,,LS41
Andersonia axilliflora E,susceptible_but_degree_unknown highly_susceptible,Andersonia axilliflora,Andersonia axilliflora,Ericaceae,WA,Grevillea tetrapleura,,,,LS41
Banksia cuneata E,susceptible_but_degree_unknown highly_susceptible,Banksia cuneata,Banksia cuneata,Proteaceae,WA,Grevillea thelemanniana,,,,LS41
Dryandra montana E,susceptible_but_degree_unknown highly_susceptible,Banksia montana,Banksia montana,Proteaceae,WA,Grevillea triloba,,,,LS41
Banksia verticillata V,susceptible_but_degree_unknown highly_susceptible,Banksia verticillata,Banksia verticillata,Proteaceae,WA,Grevillea tripartita,,,,MS40
Adenanthos cuneatus,susceptible_but_degree_unknown highly_susceptible low_susceptibility,Adenanthos cuneatus,Adenanthos cuneatus,Proteaceae,WA,Grevillea victoriae s.l.,,3,,
Evandra aristata,susceptible_but_degree_unknown low_susceptibility,Evandra aristata,Evandra aristata,Cyperaceae,WA,Grevillea williamsonii E,,44,,HS44
Epacris impressa,susceptible_but_degree_unknown low_susceptibility,Epacris impressa,Epacris impressa,Ericaceae,"SA, NSW, Vic, Tas",Grevillea wilsonii,,,,FR21
Daviesia megacalyx E,susceptible_but_degree_unknown low_susceptibility,Daviesia megacalyx,Daviesia megacalyx,Fabaceae,WA,Grevillea wittweri,,,,LS41
Jacksonia spinosa,susceptible_but_degree_unknown low_susceptibility,Jacksonia spinosa,Jacksonia spinosa,Fabaceae,WA,Hakea aculeata V,,,,LS41
Agonis linearifolia,susceptible_but_degree_unknown low_susceptibility,Taxandria linearifolia,Taxandria linearifolia,Myrtaceae,WA,Hakea ambigua,,,,"MS40,59"
Eucalyptus nitens,susceptible_but_degree_unknown low_susceptibility,Eucalyptus nitens,Eucalyptus nitens,Myrtaceae,"NSW, Vic",Hakea amplexicaulis,24,,,FR24
Eucalyptus oblique,susceptible_but_degree_unknown low_susceptibility,Eucalyptus obliqua,Eucalyptus obliqua,Myrtaceae,"SA, Qld, NSW, Vic, Tas",Hakea bakeriana,,3,,
Eucalyptus sieberi,susceptible_but_degree_unknown low_susceptibility,Eucalyptus sieberi,Eucalyptus sieberi,Myrtaceae,"NSW, ACT, Vic, Tas",Hakea baxteri,,,,"S46,MS40,59"
Grevillea calliantha E,susceptible_but_degree_unknown low_susceptibility,Grevillea calliantha,Grevillea calliantha,Proteaceae,WA,Hakea bicornata,,,,LS41
Hakea trifurcata,susceptible_but_degree_unknown low_susceptibility,Hakea trifurcata,Hakea trifurcata,Proteaceae,WA,Hakea ceratophylla,,,,"LS40,59"
Leucopogon conostephioides,susceptible_but_degree_unknown low_susceptibility highly_susceptible,Styphelia conostephioides,Styphelia conostephioides,Ericaceae,WA,Hakea conchifolia,,3,,
Allocasuarina thuyoides,susceptible_but_degree_unknown moderately_susceptible,Allocasuarina thuyoides,Allocasuarina thuyoides,Casuarinaceae,WA,Hakea corymbosa,,,,FR40
Andersonia simplex,susceptible_but_degree_unknown moderately_susceptible,Andersonia simplex,Andersonia simplex,Ericaceae,WA,Hakea crassifolia,,,,"MS40,59"
Daviesia physodes,susceptible_but_degree_unknown moderately_susceptible,Daviesia physodes,Daviesia physodes,Fabaceae,WA,Hakea crassinervia,,,,LS41
Banksia caleyi,susceptible_but_degree_unknown moderately_susceptible,Banksia caleyi,Banksia caleyi,Proteaceae,WA,Hakea cucullata,,,,"S46,MS40,59"
Dryandra arctotidis,susceptible_but_degree_unknown moderately_susceptible,Banksia arctotidis,Banksia arctotidis,Proteaceae,WA,Hakea dactyloides,,,,S22
Hakea undulata,susceptible_but_degree_unknown moderately_susceptible,Hakea undulata,Hakea undulata,Proteaceae,"WA, SA (naturalised), Vic (naturalised)",Hakea elliptica,,,,MS59
Stirlingia latifolia,susceptible_but_degree_unknown moderately_susceptible,Stirlingia latifolia,Stirlingia latifolia,Proteaceae,WA,Hakea flabellifolia ,,,,S56
Beaufortia anisandra,susceptible_but_degree_unknown moderately_susceptible,Beaufortia anisandra,Beaufortia anisandra,Myrtaceae,WA,Hakea kippistiana,,3,,
Hakea baxteri,susceptible_but_degree_unknown moderately_susceptible,Hakea baxteri,Hakea baxteri,Proteaceae,"WA, SA",Hakea lasiantha,,,,MS40
Hakea cucullata,susceptible_but_degree_unknown moderately_susceptible,Hakea cucullata [alternative possible names: Hakea conchifolia (pro parte misapplied) | Hakea victoria (pro parte misapplied) | Hakea conchifolia (misapplied)],Hakea cucullata,Proteaceae,"WA, SA (naturalised)",Hakea lasiocarpha,,,,MS58
Synaphea polymorpha,susceptible_but_degree_unknown moderately_susceptible,Synaphea polymorpha,Synaphea polymorpha,Proteaceae,WA,Hakea laurina,,,,LS40
Lomandra sonderi,susceptible_but_degree_unknown moderately_susceptible highly_susceptible,Lomandra sonderi,Lomandra sonderi,Asparagaceae,WA,Hakea lehmanniana,,,,MS40
Dryandra seneciifolia,susceptible_but_degree_unknown moderately_susceptible highly_susceptible,Banksia seneciifolia,Banksia seneciifolia,Proteaceae,WA,Hakea lissocarpha,"24,28",,,"FR21,24"
Adenanthos filifolius,susceptible_but_degree_unknown moderately_susceptible highly_susceptible,Adenanthos filifolius,Adenanthos filifolius,Proteaceae,WA,Hakea longiflora,,,,LS41
Patersonia rudis,susceptible_but_degree_unknown susceptible_but_persistent,Patersonia rudis,Patersonia rudis,Iridaceae,WA,Hakea marginata,,,,HS40
Dryandra lindleyana s.l.,susceptible_but_degree_unknown susceptible_but_persistent,Banksia dallanneyi,Banksia dallanneyi,Proteaceae,WA,Hakea megalosperma V,,,,LS41
Pimelea suaveolens,susceptible_but_degree_unknown susceptible_but_persistent,Pimelea suaveolens,Pimelea suaveolens,Thymelaeaceae,WA,Hakea myrtoides,,,,LS41
Calytrix tetragona,susceptible_but_degree_unknown variable_susceptibility,Calytrix tetragona,Calytrix tetragona,Myrtaceae,"WA, SA, Qld, NSW, ACT, Vic, Tas",Hakea neurophylla,,,,LS41
Banksia serrata,susceptible_but_degree_unknown variable_susceptibility,Banksia serrata,Banksia serrata,Proteaceae,"Qld, NSW, Vic, Tas",Hakea nodosa,25,,,S43
Leucopogon australis s.l.,"susceptible_but_degree_unknown, low_susceptibility",Leucopogon australis,Leucopogon australis,Ericaceae,"WA, Vic, Tas",Hakea oleifolia,,3,,S46
Leucopogon capitellatus,"susceptible_but_degree_unknown, moderately_susceptible",Leucopogon capitellatus,Leucopogon capitellatus,Ericaceae,WA,Hakea pendanicarpa subsp. crassifolia,,,,"S40,46"
Hibbertia rhadinopoda,susceptible_but_persistent,Hibbertia diamesogenos,Hibbertia diamesogenos,Dilleniaceae,WA,Hakea pendens,,,,LS41
Sprengelia incarnata,susceptible_but_persistent,Sprengelia incarnata [alternative possible names: Sprengelia montana (pro parte misapplied) | Sprengelia propinqua (pro parte misapplied)],Sprengelia incarnata,Ericaceae,"SA, Qld, NSW, Vic, Tas",Hakea petiolaris,,,,FR50
Bossiaea aquifolium,susceptible_but_persistent,Bossiaea aquifolium,Bossiaea aquifolium,Fabaceae,WA,Hakea platysperma,,3,,
Gompholobium knightianum,susceptible_but_persistent,Gompholobium knightianum,Gompholobium knightianum,Fabaceae,"WA, SA (doubtfully naturalised)",Hakea prostrata ,,,,S46
Petrophile striata,susceptible_but_persistent,Petrophile striata,Petrophile striata,Proteaceae,WA,Hakea rigida,,,,LS41
Allocasuarina fraseriana,susceptible_but_persistent highly_susceptible,Allocasuarina fraseriana,Allocasuarina fraseriana,Casuarinaceae,WA,Hakea rubrifolia,,,,LS40
Leucopogon oxycedrus,susceptible_but_persistent highly_susceptible,Styphelia nitens,Styphelia nitens,Ericaceae,WA,Hakea ruscifolia,14,,,"FR21,LS40"
Xanthorrhoea gracilis,susceptible_but_persistent susceptible_but_degree_unknown highly_susceptible,Xanthorrhoea gracilis,Xanthorrhoea gracilis,Xanthorrhoeaceae,WA,Hakea salicifolia,,,,
Xanthorrhoea preissii,susceptible_but_persistent susceptible_but_degree_unknown highly_susceptible,Xanthorrhoea preissii,Xanthorrhoea preissii,Xanthorrhoeaceae,WA,Hakea sericea,"2,17,25",,,
Dryandra sessilis,susceptible_but_persistent susceptible_but_degree_unknown moderately_susceptible,Banksia sessilis,Banksia sessilis,Proteaceae,WA,Hakea spathulata,,,,LS41
Macrozamia riedlei,susceptible_but_persistent susceptible_but_degree_unknown highly_susceptible,Macrozamia riedlei,Macrozamia riedlei,Zamiaceae,WA,Hakea stenocarpa,,,,FR21
Allocasuarina littoralis,variable_susceptibility,Allocasuarina littoralis,Allocasuarina littoralis,Casuarinaceae,"Qld, NSW, ACT, Vic, Tas",Hakea trifurcata,,,,"S46,LS40"
Lycopodium deuterodensum,variable_susceptibility,Pseudolycopodium densum,Pseudolycopodium densum,Lycopodiaceae,"SA, Qld, NSW, Vic, Tas",Hakea tuberculata,,,,LS58
Corymbia gummifera,variable_susceptibility,Corymbia gummifera,Corymbia gummifera,Myrtaceae,"Qld, NSW, Vic",Hakea ulicina,"25,34",,9,S43
Banksia ericifolia,variable_susceptibility,Banksia ericifolia,Banksia ericifolia,Proteaceae,"NSW, Vic (doubtfully naturalised)",Hakea undulata,,3,,"S46,MS40"
Banksia paludosa subsp. paludosa,variable_susceptibility,Banksia paludosa subsp. paludosa,Banksia paludosa subsp. paludosa,Proteaceae,NSW,Hakea varia,,,,"LS40,59"
Isopogon anemonifolius,variable_susceptibility,Isopogon anemonifolius,Isopogon anemonifolius,Proteaceae,NSW,Hakea victoria,,3,,"LS40,59"
Lambertia formosa,variable_susceptibility,Lambertia formosa,Lambertia formosa,Proteaceae,NSW,Isopogon alcicornis,,,,HS41
,,,,,,Isopogon anemonifolius,,,,SV42
,,,,,,Isopogon asper,,3,,
,,,,,,Isopogon attenuatus,15,,54,"LS59,S54"
,,,,,,Isopogon axillaris,,,,"S46,HS40"
,,,,,,Isopogon baxteri,,,,"HS58,LS59MS40"
,,,,,,Isopogon buxifolius var. obovatus,,,,"HS40,59"
,,,,,,Isopogon ceratophyllus,"18,25,29,34",,,S43
,,,,,,Isopogon drummondii,,,,HS41
,,,,,,Isopogon formosus,"15,46",,,"HS59,S46,LS40"
,,,,,,Isopogon heterophyllus,,,,MS40
,,,,,,Isopogon latifolius,58,,,"HS58,MS40"
,,,,,,Isopogon petiolaris,,3,,
,,,,,,Isopogon polycepahlus,,3,,
,,,,,,Isopogon scabriusculus,,,,MS40
,,,,,,Isopogon sphaerocephalus,"14,28",,,"S24,46,48MS40,59"
,,,,,,Isopogon teretifolius var. petrophiloides,,,,MS40
,,,,,,Isopogon tridens,,,,HS41
,,,,,,Isopogon trilobus,,,,HS40
,,,,,,Isopogon tripartitus,,,,MS40
,,,,,,Isopogon uncinatus E,58,,,"S49,52,HS41,58"
,,,,,,Lambertia echinata subsp. echinata E,,,,"S46,49,52,HS41,58"
,,,,,,Lambertia echinata subsp. occidentalis ,,,,S49
,,,,,,Lambertia ericifolia,,,,"HS58,MS40"
,,,,,,Lambertia fairallii E,58,,,"S49,52,HS41,58,59"
,,,,,,Lambertia formosa,,,,SV42
,,,,,,Lambertia inermis s.l.,,,,"S56,HS40,59"
,,,,,,Lambertia multiflora ,,,,S56
,,,,,,Lambertia orbifolia E,58,,,"S49,52,HS40,41,58"
,,,,,,Lambertia rariflora s.l.,,,,LS41
,,,,,,Lambertia uniflora,,,,"HS40,59"
,,,,,,Lomatia fraseri,13,,,
,,,,,,Lomatia fraxinifolia,,,,S36
,,,,,,Lomatia ilicifolia,25,,,S43
,,,,,,Lomatia tasmanica CE,,,34,S61
,,,,,,Opisthiolepis heterophylla,,,,S36
,,,,,,Orites diversifolia,17,,,
,,,,,,Persoonia baeckeoides,,,,LS41
,,,,,,Persoonia brachystylis,,,,LS41
,,,,,,Persoonia brevirhachis,,,,LS41
,,,,,,Persoonia chapmaniana,,,,LS41
,,,,,,Persoonia cornifolia,,,,HS22
,,,,,,Persoonia elliptica,,,,"S46,HS22"
,,,,,,Persoonia gunnii,17,,,
,,,,,,Persoonia hakeiformis,,,,LS41
,,,,,,Persoonia juniperina,"17,25,29",,,"S43, S60"
,,,,,,Persoonia kararae,,,,LS41
,,,,,,Persoonia leucopogon,,,,LS41
,,,,,,Persoonia levis,"3,6",,,FR22
,,,,,,Persoonia linearis,,,,FR22
,,,,,,Persoonia longifolia,"14,15,28",,,"S46,53,54, HS21,40,59"
,,,,,,Persoonia micranthera E,58,,,"HS58,59,LS41"
,,,,,,Persoonia microcarpa,,,,LS40
,,,,,,Persoonia muelleri var. densifolia,,,9,HS9
,,,,,,Persoonia papillosa,,,,LS41
,,,,,,Persoonia rudis,,,,LS41
,,,,,,Persoonia scabra,,,,LS41
,,,,,,Persoonia silvatica,,,,S22
,,,,,,Persoonia sulcata,,,,LS41
,,,,,,Persoonia trinervis,,,,MS40
,,,,,,Petrophile anceps,,,,HS58
,,,,,,Petrophile biloba ,,53,,S53
,,,,,,Petrophile biternata,,,,MS41
,,,,,,Petrophile canescens,,,,
,,,,,,Petrophile crispata,,,,MS41
,,,,,,Petrophile divaricata,,,,"HS40,59"
,,,,,,Petrophile diversifolia,,,,"S46,HS40,59"
,,,,,,Petrophile drummondii,37,,,S37
,,,,,,Petrophile ericifolia,,,,HS40
,,,,,,Petrophile fastigiata,,3,,
,,,,,,Petrophile incurvata,,,,MS41
,,,,,,Petrophile linearis,"14,24",,,"S37,46"
,,,,,,Petrophile longifolia,,,,HS40
,,,,,,Petrophile media,,,,HS40
,,,,,,Petrophile multisecta,19,,,
,,,,,,Petrophile plumosa,,,,MS41
,,,,,,Petrophile pulchella,1,,,
,,,,,,Petrophile seminuda,,3,,MS40
,,,,,,Petrophile serruriae,,,,"S46,HS40"
,,,,,,Petrophile sessilis,"3,6",,,
,,,,,,Petrophile squamata,,3,,"S46,HS40"
,,,,,,Petrophile striata,14,,,SP21
,,,,,,Petrophile stricta ,,,,S37
,,,,,,Stenocarpus sinuatus,,,,FR36
,,,,,,Stirlingia latifolia ,"14,24",,,"S46,MS40"
,,,,,,Stirlingia tenuifolia s.l.,,,,S40
,,,,,,Stirlingia tenuifolia var. anethifolia,,,,MS40
,,,,,,Stirlingia tenuifolia var. tenuifolia,,,,MS40
,,,,,,Synaphea petiolaris s.l.,24,,,"S46,FR24"
,,,,,,Synaphea polymorpha,,,,"S40,MS40,59"
,,,,,,Telopea mongaensis,,"3, 12",,
,,,,,,Telopea speciosissima,,"3, 12",,
,,,,,,Telopea truncata,17,,,
,,,,,,Xylomelum angustifolium,,,,S46
,,,,,,Xylomelum occidentale,15,,,"S37,46"
,,,,,,Clematis pubescens,,,,"FR24,Q21"
,,,,,,Anarthria gracilis,40,,,FR40
,,,,,,Anarthria prolifera,40,,,FR40
,,,,,,Anarthria scabra,40,,,FR40
,,,,,,Calorophus exsulcus,,,,FR21
,,,,,,Chordifex abortivus E,58,,,FR58
,,,,,,Chordifex isomorphus,,,,FR58
,,,,,,Chordifex monocephalus,17,,33,
,,,,,,Desmocladus fasciculatus,,,,"FR21,LS40MS59"
,,,,,,Desmocladus flexuosa,,,,"FR21,59"
,,,,,,Harperia confertospicata,,,,FR58
,,,,,,Leptocarpus tenax,,,,FR40
,,,,,,Lepyrodia scariosa,,,,FR42
,,,,,,Restio confertospicatus,,,,FR40
,,,,,,Restio laxocarya,14,,,MS21
,,,,,,Alphitonia petriei,,,,S36
,,,,,,Alphitonia whitei,,,,S36
,,,,,,Cryptandra pumila,,,,LS41
,,,,,,Cryptandra tomentosa,25,,,S43
,,,,,,Pomaderris intermedia,3,,,
,,,,,,Trymalium floribundum,,3,,
,,,,,,Trymalium ledifolium,"14,28",,,"S48,53,SP21"
,,,,,,Acaena echinata,25,,,
,,,,,,Antirhea sp. (Mt Lewis BG 5733),,,,S36
,,,,,,Atractocarpus fitzalanii subsp. tenuipes,,,,FR36
,,,,,,Opercularia echinocephala,28,,,Q21
,,,,,,Opercularia vaginata,,,,Q21
,,,,,,Opercularia varia,25,,,
,,,,,,Acronychia oblongifolia,16,,,
,,,,,,Antirhea sp. (Mt Lewis BG 5733),,,,
,,,,,,Asterolasia phebalioides V,,44,,HS44
,,,,,,Boronia anemonifolia,,3,,
,,,,,,Boronia baeckeacea,,3,,
,,,,,,Boronia citriodora,"17,34",3,,HS34
,,,,,,Boronia crenulata s.l.,40,,,"FR40,59"
,,,,,,Boronia crenulata subsp. viminea,,3,,
,,,,,,Boronia fastigiata,,,21,S21
,,,,,,Boronia microphylla,,,,
,,,,,,Boronia nana var. hyssopifolia,25,,,
,,,,,,Boronia nana var. nana,25,,,
,,,,,,Boronia parviflora,"17,34",,,"HS34, LS or SV61"
,,,,,,Boronia pilosa s.l.,"17,34",3,,"HS34, MS61"
,,,,,,Boronia revoluta,,,,S49
,,,,,,Boronia spathulata,,,,FR24
,,,,,,Brombya platynema,,,,FR36
,,,,,,Correa decumbens,,3,,
,,,,,,Correa pulchella,20,,,
,,,,,,Correa reflexa,"17,20,25,29",,,S43
,,,,,,Crowea angustifolia s.l.,,,,S46
,,,,,,Crowea angustifolia var. platyphylla,,3,,
,,,,,,Crowea exalata,,3,,
,,,,,,Crowea saligna,,3,,
,,,,,,Flindersia bourjotiana,,,,S36
,,,,,,Flindersia brayleyana,,,16,
,,,,,,Flindersia pimenteliana,,,,FR36
,,,,,,Leionema phylicifolium,,3,,
,,,,,,Leionema ralstonii V,,22,,MS22
,,,,,,Melicope elleryana,,,,FR36
,,,,,,Muiriantha hassellii,,,,FR58
,,,,,,Nematolepis squamea s.l.,"2,8,17,34",,,HS34
,,,,,,Phebalium daviesii,,,9,HS9
,,,,,,Philotheca myoporoides ,,3,,
,,,,,,Philotheca spicata,24,3,,"FR21,24"
,,,,,,Philotheca virgata,17,,,
,,,,,,Zieria laevigata s.l.,,3,,
,,,,,,Exocarpus cupressiformis,3,,,
,,,,,,Leptomeria cunninghamii,24,,,"FR24,Q21"
,,,,,,Leptomeria eriocoides,,,,FR40
,,,,,,Dodonaea boroniifolia,,3,,
,,,,,,Dodonaea viscosa s.l.,3,,,FR50
,,,,,,Jagera pseudorhus,,,16,
,,,,,,Mischocarpus macrocarpus,,,,FR36
,,,,,,Pouteria brownlessiana,,,,S36
,,,,,,Pouteria euphlebia,,,,FR36
,,,,,,Pouteria papyracea,,,,FR36
,,,,,,Pouteria pearsoniorum,,,,FR36
,,,,,,Selaginella uliginosa,25,,,S43
,,,,,,Anthocercis racemosa,,3,,
,,,,,,Solanum oldfieldii,,3,,
,,,,,,Tripterococcus brunonis,,,,FR21
,,,,,,Argyrodendron actinophyllum,,,16,
,,,,,,Franciscodendron laurifolium,,,,S36
,,,,,,Lasiopetalum floribundum,"15,28",,,"S24,48,53,MS21"
,,,,,,Lasiopetalum glabratum,14,,,
,,,,,,Lasiopetalum membranifolium,,,,FR58
,,,,,,Thomasia grandiflora,15,,37,S37
,,,,,,Thomasia pauciflora,15,,,
,,,,,,Thomasia sp. Toolbrunup,,,,"FR58,59"
,,,,,,Levenhookia pusilla,,,,FR21
,,,,,,Levenhookia stipitata,,,,FR21
,,,,,,Stylidium amoenum,26,,21,HS21
,,,,,,Stylidium brunonianum,,,,FR40
,,,,,,Stylidium calcaratum,,,,FR21
,,,,,,Stylidium graminifolium s. l.,"17,34",3,33,MS60
,,,,,,Stylidium imbricatum,,,,"FR40,59"
,,,,,,Stylidium hispidum,,,,FR21
,,,,,,Stylidium junceum,,,21,Q21
,,,,,,Stylidium keigheryi,,,,FR59
,,,,,,Stylidium piliferum subsp. minor,,,,FR40
,,,,,,Stylidium repens,,,,FR21
,,,,,,Stylidium scandens,,,,FR40
,,,,,,Stylidium schoenoides,,,,Q21
,,,,,,Stylidium spathulatum ,51,,,S51
,,,,,,Stylidium spinulosum subsp. montanum,,,,FR59
,,,,,,Stylidium verticillatum,,,,"FR40,58,59"
,,,,,,Stylidium sp. Stirling Range,,,,FR59
,,,,,,Symplocos ampulliformis,,,,FR36
,,,,,,Symplocos cochinchinenis var. gittonsii,,,,FR36
,,,,,,Symplocos stawellii,16,,,
,,,,,,Athrotaxis selaginoides,17,,,FR60
,,,,,,Pimelea ferruginea,,3,,
,,,,,,Pimelea hispida,,,,"FR40,59"
,,,,,,Pimelea humilis,,,,
,,,,,,Pimelea imbricata var. piligera,,3,,
,,,,,,Pimelea ligustrina s.l.,25,,,
,,,,,,Pimelea linifolia s.l. ,"25,29",,,"S43,FR22"
,,,,,,Pimelea pagophila V,,44,,HS44
,,,,,,Pimelea rosea,,,,MS40
,,,,,,Pimelea suaveolens,"14,24",,,"S24,SP21"
,,,,,,Tetratheca ciliata,"25,29,34",,,S43
,,,,,,Tetratheca gunnii CE,34,,,MS60
,,,,,,Tetratheca hirsuta,15,,21,HS21
,,,,,,Tetratheca labillardierei,17,,,
,,,,,,Tetratheca pilosa s.l.,"17,18,25",,,"S18,43"
,,,,,,Tetratheca procumbens,"17,34",,,
,,,,,,Tetratheca setigera,,,,"HS40,59"
,,,,,,Tetratheca subaphylla,13,,,HS22
,,,,,,Tremandra stelligera ,,,,S46
,,,,,,Hybanthus floribundus,,,21,Q21
,,,,,,Bubbia semecarpoides,,,,FR36
,,,,,,Tasmannia lanceolata,"8,17,34",,,
,,,,,,Tasmannia purpurascens V,35,,,HS35
,,,,,,Xanthophyllum octandrum,,,,S36
,,,,,,Lomandra caespitosa,,,21,
,,,,,,Lomandra confertifolia s.l.,,,,FR42
,,,,,,Lomandra filiformis,29,,,
,,,,,,Lomandra hermaphrodita,,,,FR21
